No. NF;DATA EMISSAO;VALOR IPI;NOME ARQUIVO XML
NF 64490;2015-05-04T00:27:53-03:00;0;43150507526557004016550010000644901731568405-old.xml
NF 64491;2015-05-04T00:27:57-03:00;0;43150507526557004016550010000644911731631082-old.xml
NF 64491;2015-05-04T00:27:57-03:00;0;43150507526557004016550010000644911731631082-old.xml
NF 26028;2015-05-26T09:31:01-03:00;0;43150507526557003982550010000260281027246302-old.xml
NF 26028;2015-05-26T09:31:01-03:00;0;43150507526557003982550010000260281027246302-old.xml
NF 26028;2015-05-26T09:31:01-03:00;0;43150507526557003982550010000260281027246302-old.xml
NF 67071;2015-05-28T01:18:54-03:00;0;43150507526557004016550010000670711272296261-old.xml
NF 67071;2015-05-28T01:18:54-03:00;0;43150507526557004016550010000670711272296261-old.xml
NF 67071;2015-05-28T01:18:54-03:00;0;43150507526557004016550010000670711272296261-old.xml
NF 64615;2015-05-05T04:54:59-03:00;0;43150507526557004016550010000646151601906510-old.xml
NF 64615;2015-05-05T04:54:59-03:00;0;43150507526557004016550010000646151601906510-old.xml
NF 64615;2015-05-05T04:54:59-03:00;0;43150507526557004016550010000646151601906510-old.xml
NF 67064;2015-05-28T01:03:49-03:00;0;43150507526557004016550010000670641258115153-old.xml
NF 67064;2015-05-28T01:03:49-03:00;0;43150507526557004016550010000670641258115153-old.xml
NF 67064;2015-05-28T01:03:49-03:00;0;43150507526557004016550010000670641258115153-old.xml
NF 65978;2015-05-19T03:42:58-03:00;0;43150507526557004016550010000659781390699502-old.xml
NF 65978;2015-05-19T03:42:58-03:00;0;43150507526557004016550010000659781390699502-old.xml
NF 65978;2015-05-19T03:42:58-03:00;0;43150507526557004016550010000659781390699502-old.xml
NF 25195;2015-05-09T08:57:52-03:00;0;43150507526557003982550010000251951980372210-nfe.xml
NF 25195;2015-05-09T08:57:52-03:00;0;43150507526557003982550010000251951980372210-nfe.xml
NF 65977;2015-05-19T03:42:58-03:00;0;43150507526557004016550010000659771222959406-old.xml
NF 65768;2015-05-16T01:31:28-03:00;0;43150507526557004016550010000657681256026356-old.xml
NF 65768;2015-05-16T01:31:28-03:00;0;43150507526557004016550010000657681256026356-old.xml
NF 66453;2015-05-22T10:19:05-03:00;0;43150507526557004016550010000664531656977353-old.xml
NF 66453;2015-05-22T10:19:05-03:00;0;43150507526557004016550010000664531656977353-old.xml
NF 65983;2015-05-19T04:31:00-03:00;0;43150507526557004016550010000659831715751460-nfe.xml
NF 65983;2015-05-19T04:31:00-03:00;0;43150507526557004016550010000659831715751460-nfe.xml
NF 65983;2015-05-19T04:31:00-03:00;0;43150507526557004016550010000659831715751460-nfe.xml
NF 64853;2015-05-07T08:48:51-03:00;0;43150507526557004016550010000648531264164655-nfe.xml
NF 64853;2015-05-07T08:48:51-03:00;0;43150507526557004016550010000648531264164655-nfe.xml
NF 26020;2015-05-26T08:22:01-03:00;0;43150507526557003982550010000260201705331840-old.xml
NF 26020;2015-05-26T08:22:01-03:00;0;43150507526557003982550010000260201705331840-old.xml
NF 26020;2015-05-26T08:22:01-03:00;0;43150507526557003982550010000260201705331840-old.xml
NF 67439;2015-05-30T01:12:53-03:00;0;43150507526557004016550010000674391974369727-old.xml
NF 67439;2015-05-30T01:12:53-03:00;0;43150507526557004016550010000674391974369727-old.xml
NF 67439;2015-05-30T01:12:53-03:00;0;43150507526557004016550010000674391974369727-old.xml
NF 64745;2015-05-06T09:06:48-03:00;0;43150507526557004016550010000647451927175849-old.xml
NF 65767;2015-05-16T01:31:28-03:00;0;43150507526557004016550010000657671037729842-nfe.xml
NF 65767;2015-05-16T01:31:28-03:00;0;43150507526557004016550010000657671037729842-nfe.xml
NF 65767;2015-05-16T01:31:28-03:00;0;43150507526557004016550010000657671037729842-nfe.xml
NF 25945;2015-05-23T11:34:09-03:00;0;43150507526557003982550010000259451081418952-old.xml
NF 66581;2015-05-23T01:45:41-03:00;0;43150507526557004016550010000665811528151940-old.xml
NF 66581;2015-05-23T01:45:41-03:00;0;43150507526557004016550010000665811528151940-old.xml
NF 66581;2015-05-23T01:45:41-03:00;0;43150507526557004016550010000665811528151940-old.xml
NF 65066;2015-05-09T01:12:49-03:00;0;43150507526557004016550010000650661837511927-nfe.xml
NF 65066;2015-05-09T01:12:49-03:00;0;43150507526557004016550010000650661837511927-nfe.xml
NF 65066;2015-05-09T01:12:49-03:00;0;43150507526557004016550010000650661837511927-nfe.xml
NF 25326;2015-05-12T10:48:56-03:00;0;43150507526557003982550010000253261146390676-nfe.xml
NF 67440;2015-05-30T01:12:53-03:00;0;43150507526557004016550010000674401056657150-old.xml
NF 66984;2015-05-27T10:37:04-03:00;0;43150507526557004016550010000669841187666940-old.xml
NF 66984;2015-05-27T10:37:04-03:00;0;43150507526557004016550010000669841187666940-old.xml
NF 25533;2015-05-15T11:57:49-03:00;0;43150507526557003982550010000255331272749047-old.xml
NF 67229;2015-05-29T02:10:00-03:00;0;43150507526557004016550010000672291674204792-old.xml
NF 67229;2015-05-29T02:10:00-03:00;0;43150507526557004016550010000672291674204792-old.xml
NF 25328;2015-05-12T10:49:09-03:00;0;43150507526557003982550010000253281948464323-nfe.xml
NF 25328;2015-05-12T10:49:09-03:00;0;43150507526557003982550010000253281948464323-nfe.xml
NF 25328;2015-05-12T10:49:09-03:00;0;43150507526557003982550010000253281948464323-nfe.xml
NF 66264;2015-05-21T01:27:48-03:00;0;43150507526557004016550010000662641803608082-old.xml
NF 66264;2015-05-21T01:27:48-03:00;0;43150507526557004016550010000662641803608082-old.xml
NF 65435;2015-05-13T13:18:46-03:00;0;43150507526557004016550010000654351641126716-old.xml
NF 66413;2015-05-22T04:01:10-03:00;0;43150507526557004016550010000664131301650432-old.xml
NF 66413;2015-05-22T04:01:10-03:00;0;43150507526557004016550010000664131301650432-old.xml
NF 66413;2015-05-22T04:01:10-03:00;0;43150507526557004016550010000664131301650432-old.xml
NF 66411;2015-05-22T04:01:01-03:00;0;43150507526557004016550010000664111939103150-old.xml
NF 66411;2015-05-22T04:01:01-03:00;0;43150507526557004016550010000664111939103150-old.xml
NF 66411;2015-05-22T04:01:01-03:00;0;43150507526557004016550010000664111939103150-old.xml
NF 65076;2015-05-09T05:22:01-03:00;0;43150507526557004016550010000650761049925839-nfe.xml
NF 65076;2015-05-09T05:22:01-03:00;0;43150507526557004016550010000650761049925839-nfe.xml
NF 65076;2015-05-09T05:22:01-03:00;0;43150507526557004016550010000650761049925839-nfe.xml
NF 66681;2015-05-25T01:28:11-03:00;0;43150507526557004016550010000666811219428951-old.xml
NF 66924;2015-05-27T00:48:55-03:00;0;43150507526557004016550010000669241890241290-old.xml
NF 66924;2015-05-27T00:48:55-03:00;0;43150507526557004016550010000669241890241290-old.xml
NF 66924;2015-05-27T00:48:55-03:00;0;43150507526557004016550010000669241890241290-old.xml
NF 65075;2015-05-09T05:22:01-03:00;0;43150507526557004016550010000650751777433479-nfe.xml
NF 25389;2015-05-13T09:03:48-03:00;0;43150507526557003982550010000253891368601690-old.xml
NF 25389;2015-05-13T09:03:48-03:00;0;43150507526557003982550010000253891368601690-old.xml
NF 25389;2015-05-13T09:03:48-03:00;0;43150507526557003982550010000253891368601690-old.xml
NF 25036;2015-05-06T09:27:54-03:00;0;43150507526557003982550010000250361915886445-nfe.xml
NF 25036;2015-05-06T09:27:54-03:00;0;43150507526557003982550010000250361915886445-nfe.xml
NF 25036;2015-05-06T09:27:54-03:00;0;43150507526557003982550010000250361915886445-nfe.xml
NF 65292;2015-05-12T06:01:36-03:00;0;43150507526557004016550010000652921127117523-nfe.xml
NF 65292;2015-05-12T06:01:36-03:00;0;43150507526557004016550010000652921127117523-nfe.xml
NF 65292;2015-05-12T06:01:36-03:00;0;43150507526557004016550010000652921127117523-nfe.xml
NF 25920;2015-05-23T08:22:10-03:00;0;43150507526557003982550010000259201900919279-old.xml
NF 64972;2015-05-08T04:52:14-03:00;0;43150507526557004016550010000649721023431311-nfe.xml
NF 64972;2015-05-08T04:52:14-03:00;0;43150507526557004016550010000649721023431311-nfe.xml
NF 64972;2015-05-08T04:52:14-03:00;0;43150507526557004016550010000649721023431311-nfe.xml
NF 65436;2015-05-13T13:18:53-03:00;0;43150507526557004016550010000654361641236403-nfe.xml
NF 65436;2015-05-13T13:18:53-03:00;0;43150507526557004016550010000654361641236403-nfe.xml
NF 65436;2015-05-13T13:18:53-03:00;0;43150507526557004016550010000654361641236403-nfe.xml
NF 66926;2015-05-27T00:54:50-03:00;0;43150507526557004016550010000669261895804050-old.xml
NF 66926;2015-05-27T00:54:50-03:00;0;43150507526557004016550010000669261895804050-old.xml
NF 66926;2015-05-27T00:54:50-03:00;0;43150507526557004016550010000669261895804050-old.xml
NF 64606;2015-05-05T02:39:58-03:00;0;43150507526557004016550010000646061209616174-old.xml
NF 64606;2015-05-05T02:39:58-03:00;0;43150507526557004016550010000646061209616174-old.xml
NF 64606;2015-05-05T02:39:58-03:00;0;43150507526557004016550010000646061209616174-old.xml
NF 66691;2015-05-25T02:43:07-03:00;0;43150507526557004016550010000666915219524801-old.xml
NF 66691;2015-05-25T02:43:07-03:00;0;43150507526557004016550010000666915219524801-old.xml
NF 66691;2015-05-25T02:43:07-03:00;0;43150507526557004016550010000666915219524801-old.xml
NF 25599;2015-05-16T09:54:58-03:00;0;43150507526557003982550010000255991385040827-nfe.xml
NF 25599;2015-05-16T09:54:58-03:00;0;43150507526557003982550010000255991385040827-nfe.xml
NF 25599;2015-05-16T09:54:58-03:00;0;43150507526557003982550010000255991385040827-nfe.xml
NF 25195;2015-05-09T08:57:52-03:00;0;43150507526557003982550010000251951980372210-old.xml
NF 25195;2015-05-09T08:57:52-03:00;0;43150507526557003982550010000251951980372210-old.xml
NF 65530;2015-05-14T06:18:57-03:00;0;43150507526557004016550010000655301906561597-nfe.xml
NF 65530;2015-05-14T06:18:57-03:00;0;43150507526557004016550010000655301906561597-nfe.xml
NF 65530;2015-05-14T06:18:57-03:00;0;43150507526557004016550010000655301906561597-nfe.xml
NF 65983;2015-05-19T04:31:00-03:00;0;43150507526557004016550010000659831715751460-old.xml
NF 65983;2015-05-19T04:31:00-03:00;0;43150507526557004016550010000659831715751460-old.xml
NF 65983;2015-05-19T04:31:00-03:00;0;43150507526557004016550010000659831715751460-old.xml
NF 25456;2015-05-14T09:19:05-03:00;0;43150507526557003982550010000254561769645374-old.xml
NF 64853;2015-05-07T08:48:51-03:00;0;43150507526557004016550010000648531264164655-old.xml
NF 64853;2015-05-07T08:48:51-03:00;0;43150507526557004016550010000648531264164655-old.xml
NF 67456;2015-05-30T03:31:20-03:00;0;43150507526557004016550010000674561104538216-old.xml
NF 65767;2015-05-16T01:31:28-03:00;0;43150507526557004016550010000657671037729842-old.xml
NF 65767;2015-05-16T01:31:28-03:00;0;43150507526557004016550010000657671037729842-old.xml
NF 65767;2015-05-16T01:31:28-03:00;0;43150507526557004016550010000657671037729842-old.xml
NF 66928;2015-05-27T01:22:01-03:00;0;43150507526557004016550010000669281921361399-old.xml
NF 66928;2015-05-27T01:22:01-03:00;0;43150507526557004016550010000669281921361399-old.xml
NF 66928;2015-05-27T01:22:01-03:00;0;43150507526557004016550010000669281921361399-old.xml
NF 64614;2015-05-05T04:54:59-03:00;0;43150507526557004016550010000646141336556695-nfe.xml
NF 64614;2015-05-05T04:54:59-03:00;0;43150507526557004016550010000646141336556695-nfe.xml
NF 64614;2015-05-05T04:54:59-03:00;0;43150507526557004016550010000646141336556695-nfe.xml
NF 25388;2015-05-13T09:03:48-03:00;0;43150507526557003982550010000253881401411109-old.xml
NF 66132;2015-05-20T01:18:57-03:00;0;43150507526557004016550010000661321441422342-old.xml
NF 66132;2015-05-20T01:18:57-03:00;0;43150507526557004016550010000661321441422342-old.xml
NF 65066;2015-05-09T01:12:49-03:00;0;43150507526557004016550010000650661837511927-old.xml
NF 65066;2015-05-09T01:12:49-03:00;0;43150507526557004016550010000650661837511927-old.xml
NF 65066;2015-05-09T01:12:49-03:00;0;43150507526557004016550010000650661837511927-old.xml
NF 25326;2015-05-12T10:48:56-03:00;0;43150507526557003982550010000253261146390676-old.xml
NF 26022;2015-05-26T08:22:01-03:00;0;43150507526557003982550010000260221630385196-old.xml
NF 66159;2015-05-20T05:36:54-03:00;0;43150507526557004016550010000661591683942830-old.xml
NF 66159;2015-05-20T05:36:54-03:00;0;43150507526557004016550010000661591683942830-old.xml
NF 66159;2015-05-20T05:36:54-03:00;0;43150507526557004016550010000661591683942830-old.xml
NF 25781;2015-05-21T08:48:52-03:00;0;43150507526557003982550010000257811218291958-old.xml
NF 25781;2015-05-21T08:48:52-03:00;0;43150507526557003982550010000257811218291958-old.xml
NF 25781;2015-05-21T08:48:52-03:00;0;43150507526557003982550010000257811218291958-old.xml
NF 25328;2015-05-12T10:49:09-03:00;0;43150507526557003982550010000253281948464323-old.xml
NF 25328;2015-05-12T10:49:09-03:00;0;43150507526557003982550010000253281948464323-old.xml
NF 25328;2015-05-12T10:49:09-03:00;0;43150507526557003982550010000253281948464323-old.xml
NF 65065;2015-05-09T01:12:49-03:00;0;43150507526557004016550010000650651543139594-nfe.xml
NF 25204;2015-05-09T10:25:03-03:00;0;43150507526557003982550010000252041062340594-nfe.xml
NF 25204;2015-05-09T10:25:03-03:00;0;43150507526557003982550010000252041062340594-nfe.xml
NF 25204;2015-05-09T10:25:03-03:00;0;43150507526557003982550010000252041062340594-nfe.xml
NF 64822;2015-05-07T01:28:01-03:00;0;43150507526557004016550010000648221849700155-old.xml
NF 64822;2015-05-07T01:28:01-03:00;0;43150507526557004016550010000648221849700155-old.xml
NF 64822;2015-05-07T01:28:01-03:00;0;43150507526557004016550010000648221849700155-old.xml
NF 25923;2015-05-23T08:22:18-03:00;0;43150507526557003982550010000259231901044634-old.xml
NF 25923;2015-05-23T08:22:18-03:00;0;43150507526557003982550010000259231901044634-old.xml
